star,star_url,nationality,image_url
George C. Scott,https://www.imdb.com/name/nm0001715/,USA,https://m.media-amazon.com/images/M/MV5BY2EyMjgyZWYtOTE1YS00MDFhLTk4YzAtMjIyMzkzN2U3OTI0XkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg
Sterling Hayden,https://www.imdb.com/name/nm0001330/,USA,https://m.media-amazon.com/images/M/MV5BMjE0MTk1NjkzN15BMl5BanBnXkFtZTcwMzA1MjE1Mg@@._V1_.jpg
Keenan Wynn,https://www.imdb.com/name/nm0943978/,USA,https://m.media-amazon.com/images/M/MV5BMjA3NjM3MTM3OV5BMl5BanBnXkFtZTYwODM2MjI2._V1_.jpg
Christian Bale,https://www.imdb.com/name/nm0000288/,UK,https://m.media-amazon.com/images/M/MV5BMTkxMzk4MjQ4MF5BMl5BanBnXkFtZTcwMzExODQxOA@@._V1_.jpg
Tom Hardy,https://www.imdb.com/name/nm0362766/,UK,https://m.media-amazon.com/images/M/MV5BMTQ3ODEyNjA4Nl5BMl5BanBnXkFtZTgwMTE4ODMyMjE@._V1_.jpg
Anne Hathaway,https://www.imdb.com/name/nm0004266/,USA,https://m.media-amazon.com/images/M/MV5BMTRhNzQ3NGMtZmQ1Mi00ZTViLTk3OTgtOTk0YzE2YTgwMmFjXkEyXkFqcGdeQXVyNzg5MzIyOA@@._V1_.jpg
Gary Oldman,https://www.imdb.com/name/nm0000198/,UK,https://m.media-amazon.com/images/M/MV5BMTc3NTM4MzQ5MV5BMl5BanBnXkFtZTcwOTE4MDczNw@@._V1_.jpg
Choi Min-sik,https://www.imdb.com/name/nm0158856/,South Korea,https://m.media-amazon.com/images/M/MV5BYzUyZGVhODItOGY0Ny00ZmQyLTg5OTctYzY3YjE2ZTNjODBjXkEyXkFqcGdeQXVyMjIyNzU0OA@@._V1_.jpg
Yoo Ji-tae,https://www.imdb.com/name/nm0949167/,South Korea,https://m.media-amazon.com/images/M/MV5BOTQ3MzE5ZWUtMjkzMS00MDQ5LTlkNWMtYjQxMmM0NmRiZDUwXkEyXkFqcGdeQXVyNDcyMjQ4MzU@._V1_.jpg
Kang Hye-jeong,https://www.imdb.com/name/nm1367246/,South Korea,https://m.media-amazon.com/images/M/MV5BOTgyMDY1MDE5M15BMl5BanBnXkFtZTcwNDI3MDExOA@@._V1_.jpg
Kim Byeong-Ok,https://www.imdb.com/name/nm1366028/,South Korea,https://m.media-amazon.com/images/M/MV5BMjE0MjUwNjgxNl5BMl5BanBnXkFtZTcwNTU4MTI2NQ@@._V1_.jpg
Brad Pitt,https://www.imdb.com/name/nm0000093/,USA,https://m.media-amazon.com/images/M/MV5BMjA1MjE2MTQ2MV5BMl5BanBnXkFtZTcwMjE5MDY0Nw@@._V1_.jpg
Diane Kruger,https://www.imdb.com/name/nm1208167/,Germany,https://m.media-amazon.com/images/M/MV5BMTM3MzY0Nzk2Ml5BMl5BanBnXkFtZTcwODQ0MTMyMw@@._V1_.jpg
Eli Roth,https://www.imdb.com/name/nm0744834/,USA,https://m.media-amazon.com/images/M/MV5BMTkyMjU0NDk2OF5BMl5BanBnXkFtZTgwMDY4MDE4NTM@._V1_.jpg
Mélanie Laurent,https://www.imdb.com/name/nm0491259/,France,https://m.media-amazon.com/images/M/MV5BMTU0NzQzNDc5M15BMl5BanBnXkFtZTcwNzMyOTYzNQ@@._V1_.jpg
F. Murray Abraham,https://www.imdb.com/name/nm0000719/,USA,https://m.media-amazon.com/images/M/MV5BNDQ2MzQ2ODYxM15BMl5BanBnXkFtZTcwODY3NTIxNw@@._V1_.jpg
Tom Hulce,https://www.imdb.com/name/nm0001371/,USA,https://m.media-amazon.com/images/M/MV5BMTM0ODY0MTE0NF5BMl5BanBnXkFtZTcwOTQwNTIzOA@@._V1_.jpg
Elizabeth Berridge,https://www.imdb.com/name/nm0000931/,USA,https://m.media-amazon.com/images/M/MV5BMTU2MDg1OTg3Nl5BMl5BanBnXkFtZTcwOTgxMTg5Nw@@._V1_.jpg
Roy Dotrice,https://www.imdb.com/name/nm0234541/,UK,https://m.media-amazon.com/images/M/MV5BMTEzMTk0NjE4MDdeQTJeQWpwZ15BbWU3MDAwNTU0MDg@._V1_.jpg
Anthony Gonzalez,https://www.imdb.com/name/nm5645519/,USA,https://m.media-amazon.com/images/M/MV5BMzgwNmY1MDktMjBhOC00NDgzLTlmYjItMGZjMDU5Y2JlM2IwXkEyXkFqcGdeQXVyMTEzNjc3MDQ5._V1_.jpg
Gael García Bernal,https://www.imdb.com/name/nm0305558/,Mexico,https://m.media-amazon.com/images/M/MV5BMTkzNjg4NzMwNF5BMl5BanBnXkFtZTYwMjExNjQ0._V1_.jpg
Benjamin Bratt,https://www.imdb.com/name/nm0000973/,USA,https://m.media-amazon.com/images/M/MV5BMTUwNDIwOTI5N15BMl5BanBnXkFtZTcwMDcwMjQyNg@@._V1_.jpg
Alanna Ubach,https://www.imdb.com/name/nm0005513/,USA,https://m.media-amazon.com/images/M/MV5BNDE5YmJhZTAtN2RiYi00ZmFiLThiMmQtZjgxNzdlNjg0MzZhXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_.jpg
Tom Hanks,https://www.imdb.com/name/nm0000158/,USA,https://m.media-amazon.com/images/M/MV5BMTQ2MjMwNDA3Nl5BMl5BanBnXkFtZTcwMTA2NDY3NQ@@._V1_.jpg
Tim Allen,https://www.imdb.com/name/nm0000741/,USA,https://m.media-amazon.com/images/M/MV5BMTI5ODY0NTAwOF5BMl5BanBnXkFtZTcwOTI3NjQxMw@@._V1_.jpg
Don Rickles,https://www.imdb.com/name/nm0725543/,USA,https://m.media-amazon.com/images/M/MV5BMTY0NTk1NzY1M15BMl5BanBnXkFtZTcwNjk4NDMwNA@@._V1_.jpg
Jim Varney,https://www.imdb.com/name/nm0001815/,USA,https://m.media-amazon.com/images/M/MV5BMThkYmY3NDUtMjYzNi00YjE3LWJiODMtNjhkNTFjOWQzYjI4XkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg
Joaquin Phoenix,https://www.imdb.com/name/nm0001618/,Puerto Rico,https://m.media-amazon.com/images/M/MV5BZGMyY2Q4NTEtMWVkZS00NzcwLTkzNmQtYzBlMWZhZGNhMDhkXkEyXkFqcGdeQXVyNjk1MjYyNTA@._V1_.jpg
Robert De Niro,https://www.imdb.com/name/nm0000134/,USA,https://m.media-amazon.com/images/M/MV5BMjAwNDU3MzcyOV5BMl5BanBnXkFtZTcwMjc0MTIxMw@@._V1_.jpg
Zazie Beetz,https://www.imdb.com/name/nm5939164/,Germany,https://m.media-amazon.com/images/M/MV5BNGQwOTQzYjQtZjlmYi00MWYwLTg0YzEtOTlhYmYzNDcyMDM4XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_.jpg
Frances Conroy,https://www.imdb.com/name/nm0175814/,USA,https://m.media-amazon.com/images/M/MV5BMTM4OTIzMTg5MF5BMl5BanBnXkFtZTYwNjA5OTIz._V1_.jpg
Mel Gibson,https://www.imdb.com/name/nm0000154/,USA,https://m.media-amazon.com/images/M/MV5BNTUzOTMwNTM0OV5BMl5BanBnXkFtZTcwNDQwMTUxMw@@._V1_.jpg
Sophie Marceau,https://www.imdb.com/name/nm0000521/,France,https://m.media-amazon.com/images/M/MV5BMTc5NjA5OTk4Ml5BMl5BanBnXkFtZTYwNzkyNzYz._V1_.jpg
Patrick McGoohan,https://www.imdb.com/name/nm0001526/,USA,https://m.media-amazon.com/images/M/MV5BMTY3MTAzMTExOF5BMl5BanBnXkFtZTcwNzEwNjUyMg@@._V1_.jpg
Angus Macfadyen,https://www.imdb.com/name/nm0005171/,UK,https://m.media-amazon.com/images/M/MV5BYTE2Y2MyNzUtOTJiYy00ZDM0LTkwZTEtMWE4YWI2ZTEzMmE5XkEyXkFqcGdeQXVyMzIyMjU3MA@@._V1_.jpg
Jürgen Prochnow,https://www.imdb.com/name/nm0001638/,Germany,https://m.media-amazon.com/images/M/MV5BMTgyNzQ3NDk4OF5BMl5BanBnXkFtZTYwMDgxMjA3._V1_.jpg
Herbert Grönemeyer,https://www.imdb.com/name/nm0344963/,Germany,https://m.media-amazon.com/images/M/MV5BMjcxNzgyOTk5Nl5BMl5BanBnXkFtZTcwNDE4MDkxNA@@._V1_.jpg
Klaus Wennemann,https://www.imdb.com/name/nm0921044/,Germany,https://m.media-amazon.com/images/M/MV5BNTlkNDQzNmYtY2Y5YS00YjIxLTk4MDQtYmY0NTc0YjRjOTE5XkEyXkFqcGdeQXVyNTk5NzQ5Ng@@._V1_.jpg
Hubertus Bengsch,https://www.imdb.com/name/nm0071059/,Germany,https://m.media-amazon.com/images/M/MV5BMTQzNDk5NzU2Nl5BMl5BanBnXkFtZTcwNjEyMTkzNQ@@._V1_.jpg
Robert Downey Jr.,https://www.imdb.com/name/nm0000375/,USA,https://m.media-amazon.com/images/M/MV5BNzg1MTUyNDYxOF5BMl5BanBnXkFtZTgwNTQ4MTE2MjE@._V1_.jpg
Chris Evans,https://www.imdb.com/name/nm0262635/,USA,https://m.media-amazon.com/images/M/MV5BMTU2NTg1OTQzMF5BMl5BanBnXkFtZTcwNjIyMjkyMg@@._V1_.jpg
Mark Ruffalo,https://www.imdb.com/name/nm0749263/,USA,https://m.media-amazon.com/images/M/MV5BNWIzZTI1ODUtZTUzMC00NTdiLWFlOTYtZTg4MGZkYmU4YzNlXkEyXkFqcGdeQXVyNTExOTk5Nzg@._V1_.jpg
Chris Hemsworth,https://www.imdb.com/name/nm1165110/,Australia,https://m.media-amazon.com/images/M/MV5BOTU2MTI0NTIyNV5BMl5BanBnXkFtZTcwMTA4Nzc3OA@@._V1_.jpg
Yôji Matsuda,https://www.imdb.com/name/nm0559444/,Japan,N/A
Yuriko Ishida,https://www.imdb.com/name/nm0410942/,Japan,https://m.media-amazon.com/images/M/MV5BNmVjZTM1NjktZGNhMC00MDIxLWE4MWItYWFhYTBmYTY3NmY4XkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_.jpg
Yûko Tanaka,https://www.imdb.com/name/nm0849100/,Japan,N/A
Billy Crudup,https://www.imdb.com/name/nm0001082/,USA,https://m.media-amazon.com/images/M/MV5BMTQ5MzM5NzUzMF5BMl5BanBnXkFtZTcwNjEyMDY5Mg@@._V1_.jpg
Robert De Niro,https://www.imdb.com/name/nm0000134/,USA,https://m.media-amazon.com/images/M/MV5BMjAwNDU3MzcyOV5BMl5BanBnXkFtZTcwMjc0MTIxMw@@._V1_.jpg
James Woods,https://www.imdb.com/name/nm0000249/,USA,https://m.media-amazon.com/images/M/MV5BMTM3NTEzNjI5NV5BMl5BanBnXkFtZTcwNjQzOTkwNA@@._V1_.jpg
Elizabeth McGovern,https://www.imdb.com/name/nm0001527/,USA,https://m.media-amazon.com/images/M/MV5BMjI3MzM5ODYyNF5BMl5BanBnXkFtZTcwODIwNzk4Ng@@._V1_.jpg
Treat Williams,https://www.imdb.com/name/nm0001852/,USA,https://m.media-amazon.com/images/M/MV5BMTg0MzcwOTkzNV5BMl5BanBnXkFtZTcwMDc3NTA3MQ@@._V1_.jpg
Robin Williams,https://www.imdb.com/name/nm0000245/,USA,https://m.media-amazon.com/images/M/MV5BNTYzMjc2Mjg4MF5BMl5BanBnXkFtZTcwODc1OTQwNw@@._V1_.jpg
Matt Damon,https://www.imdb.com/name/nm0000354/,USA,https://m.media-amazon.com/images/M/MV5BMTM0NzYzNDgxMl5BMl5BanBnXkFtZTcwMDg2MTMyMw@@._V1_.jpg
Ben Affleck,https://www.imdb.com/name/nm0000255/,USA,https://m.media-amazon.com/images/M/MV5BMzczNzNiMDAtMmUzZS00MTkwLWIwOTYtNmYyNjg3MTVkNThhXkEyXkFqcGdeQXVyMjA4MjI5MTA@._V1_.jpg
Stellan Skarsgård,https://www.imdb.com/name/nm0001745/,Sweden,https://m.media-amazon.com/images/M/MV5BMzljNGIzYjgtMTQ0MS00OWU1LTk1NWEtOWQ3ZDhmNzQ2ZDAxXkEyXkFqcGdeQXVyMDAzMDk4OQ@@._V1_.jpg
Ryunosuke Kamiki,https://www.imdb.com/name/nm1126340/,Japan,https://m.media-amazon.com/images/M/MV5BNzlkYzdjYWEtOTkyNC00NDNhLWIyNTItZmFjNWQxZDZmNzFlXkEyXkFqcGdeQXVyNDQxNjcxNQ@@._V1_.jpg
Mone Kamishiraishi,https://www.imdb.com/name/nm4759838/,Japan,https://m.media-amazon.com/images/M/MV5BODM5YWY3ODMtNTEyOC00MWNmLWJjYTgtMjQ1Y2QyZjY4MjAzXkEyXkFqcGdeQXVyNDQxNjcxNQ@@._V1_.jpg
Ryo Narita,https://www.imdb.com/name/nm6954008/,Japan,https://m.media-amazon.com/images/M/MV5BNzBmNDcxYzktYzIyOC00NDFkLWFjMjMtNDA2NjlkNmMwMTkzXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_.jpg
Aoi Yûki,https://www.imdb.com/name/nm2976492/,Japan,https://m.media-amazon.com/images/M/MV5BYjNiMzdkMjAtMjQ3ZC00OWY0LWEwYjktMDhmNDE1N2Y4ZmFiXkEyXkFqcGdeQXVyNDQxNjcxNQ@@._V1_.jpg
Aamir Khan,https://www.imdb.com/name/nm0451148/,India,https://m.media-amazon.com/images/M/MV5BMjAwMjk3NDUzN15BMl5BanBnXkFtZTcwNjI4MTY0NA@@._V1_.jpg
Madhavan,https://www.imdb.com/name/nm0534856/,India,https://m.media-amazon.com/images/M/MV5BOTllZTE4YTItNmFkNi00ZTQ0LWI3NzAtMzk2NGNhZmM2ZmU4XkEyXkFqcGdeQXVyOTc1MzM5MA@@._V1_.jpg
Mona Singh,https://www.imdb.com/name/nm1587175,India,https://m.media-amazon.com/images/M/MV5BMzg5NzRiM2QtM2NiNS00MjFmLWI0Y2MtNmIyMDllMjhhMWM5XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_.jpg
Gene Kelly,https://www.imdb.com/name/nm0000037/,USA,https://m.media-amazon.com/images/M/MV5BMTM3MzIyMDI5Ml5BMl5BanBnXkFtZTYwNzQ2MjU2._V1_.jpg
Donald O'Connor,https://www.imdb.com/name/nm0640307/,USA,https://m.media-amazon.com/images/M/MV5BMTI0NTA2ODE4NV5BMl5BanBnXkFtZTYwODMyNTM2._V1_.jpg
Debbie Reynolds,https://www.imdb.com/name/nm0001666/,USA,https://m.media-amazon.com/images/M/MV5BMTM5NTAzNzM0NF5BMl5BanBnXkFtZTcwMTY4OTY2Nw@@._V1_.jpg
Jean Hagen,https://www.imdb.com/name/nm0353405/,USA,https://m.media-amazon.com/images/M/MV5BMjA5MjMwMjQxNV5BMl5BanBnXkFtZTcwMjY2MzYwOA@@._V1_.jpg
Tom Hanks,https://www.imdb.com/name/nm0000158/,USA,https://m.media-amazon.com/images/M/MV5BMTQ2MjMwNDA3Nl5BMl5BanBnXkFtZTcwMTA2NDY3NQ@@._V1_.jpg
Tim Allen,https://www.imdb.com/name/nm0000741/,USA,https://m.media-amazon.com/images/M/MV5BMTI5ODY0NTAwOF5BMl5BanBnXkFtZTcwOTI3NjQxMw@@._V1_.jpg
Joan Cusack,https://www.imdb.com/name/nm0000349/,USA,https://m.media-amazon.com/images/M/MV5BMTMzMTAxMjQzMV5BMl5BanBnXkFtZTYwMzU1OTE1._V1_.jpg
Ned Beatty,https://www.imdb.com/name/nm0000885/,USA,https://m.media-amazon.com/images/M/MV5BMjEyMzQ2Mzc3MF5BMl5BanBnXkFtZTYwMDIwMDM1._V1_.jpg
Toshirô Mifune,https://www.imdb.com/name/nm0001536/,🇨🇳,https://m.media-amazon.com/images/M/MV5BMTM3NzE2MzEyNF5BMl5BanBnXkFtZTcwNzA5MTU4Mw@@._V1_.jpg
Yutaka Sada,https://www.imdb.com/name/nm0755403/,Japan,https://m.media-amazon.com/images/M/MV5BMjQ2MjkwZGMtZWVlNy00NWUxLTlkNGYtMjhiZGE1ZDA4NmI5XkEyXkFqcGdeQXVyMDUyOTUyNQ@@._V1_.jpg
Tatsuya Nakadai,https://www.imdb.com/name/nm0619938/,Japan,https://m.media-amazon.com/images/M/MV5BMTM5MzYwNDA3NV5BMl5BanBnXkFtZTcwNDExMTMwNw@@._V1_.jpg
Kyôko Kagawa,https://www.imdb.com/name/nm0434593/,Japan,https://m.media-amazon.com/images/M/MV5BYzhmMjE4YWQtN2UxOC00ZWVkLTk5MjQtNWZjZWZjYjg5ZWE1XkEyXkFqcGdeQXVyMTI3MDk3MzQ@._V1_.jpg
Mark Hamill,https://www.imdb.com/name/nm0000434/,USA,https://m.media-amazon.com/images/M/MV5BOGY2MjI5MDQtOThmMC00ZGIwLWFmYjgtYWU4MzcxOGEwMGVkXkEyXkFqcGdeQXVyMzM4MjM0Nzg@._V1_.jpg
Harrison Ford,https://www.imdb.com/name/nm0000148/,USA,https://m.media-amazon.com/images/M/MV5BMTY4Mjg0NjIxOV5BMl5BanBnXkFtZTcwMTM2NTI3MQ@@._V1_.jpg
Carrie Fisher,https://www.imdb.com/name/nm0000402/,USA,https://m.media-amazon.com/images/M/MV5BMjM4ODU5MDY4MV5BMl5BanBnXkFtZTgwODY1MjQ5MDI@._V1_.jpg
Billy Dee Williams,https://www.imdb.com/name/nm0001850/,USA,https://m.media-amazon.com/images/M/MV5BNDI4MDQ2NTUzNV5BMl5BanBnXkFtZTYwNjA4NzUz._V1_.jpg
Jim Carrey,https://www.imdb.com/name/nm0000120/,Canada,https://m.media-amazon.com/images/M/MV5BMTQwMjAwNzI0M15BMl5BanBnXkFtZTcwOTY1MTMyOQ@@._V1_.jpg
Kate Winslet,https://www.imdb.com/name/nm0000701/,UK,https://m.media-amazon.com/images/M/MV5BODgzMzM2NTE0Ml5BMl5BanBnXkFtZTcwMTcyMTkyOQ@@._V1_.jpg
Tom Wilkinson,https://www.imdb.com/name/nm0929489/,UK,https://m.media-amazon.com/images/M/MV5BMTcxNzc0NzQyN15BMl5BanBnXkFtZTcwNjI1NDA2MQ@@._V1_.jpg
Gerry Robert Byrne,https://www.imdb.com/name/nm0004423/,NA,https://m.media-amazon.com/images/M/MV5BODJiNGM4ZmYtYTc4Mi00ZTdjLWFiODgtOWFkYzZlM2FlMGIwXkEyXkFqcGdeQXVyMjI4OTQwMg@@._V1_.jpg
Keir Dullea,https://www.imdb.com/name/nm0001158/,USA,https://m.media-amazon.com/images/M/MV5BMTczODgxNDU1NV5BMl5BanBnXkFtZTYwMzQxOTI2._V1_.jpg
Gary Lockwood,https://www.imdb.com/name/nm0516972/,USA,https://m.media-amazon.com/images/M/MV5BMTQ0MDMzNjQ1Nl5BMl5BanBnXkFtZTYwNzMxOTI2._V1_.jpg
William Sylvester,https://www.imdb.com/name/nm0843213/,USA,https://m.media-amazon.com/images/M/MV5BMzAzMDc5OTI1NV5BMl5BanBnXkFtZTcwNDQ1MzY2OQ@@._V1_.jpg
Daniel Richter,https://www.imdb.com/name/nm0725220/,USA,https://m.media-amazon.com/images/M/MV5BOWNlZjBiZmUtMjJlNC00MGEyLTgzY2MtMTA2N2I5ZDYzNTY3XkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_.jpg
Harvey Keitel,https://www.imdb.com/name/nm0000172/,USA,https://m.media-amazon.com/images/M/MV5BMTcxMDcxMjgxOV5BMl5BanBnXkFtZTcwODc2NTk2MQ@@._V1_.jpg
Tim Roth,https://www.imdb.com/name/nm0000619/,UK,https://m.media-amazon.com/images/M/MV5BMjA5NTA3MDQyOV5BMl5BanBnXkFtZTcwODM4NDE3Mw@@._V1_.jpg
Michael Madsen,https://www.imdb.com/name/nm0000514/,USA,https://m.media-amazon.com/images/M/MV5BMTI4ODA5NzY2N15BMl5BanBnXkFtZTYwNjc3NTI1._V1_.jpg
Chris Penn,https://www.imdb.com/name/nm0001606/,USA,https://m.media-amazon.com/images/M/MV5BMTM2Nzk0OTcwOV5BMl5BanBnXkFtZTcwMDE0MzE0NQ@@._V1_.jpg
Aleksey Kravchenko,https://www.imdb.com/name/nm0470385/,🇷🇺,https://m.media-amazon.com/images/M/MV5BMjIyODk0OTIzMF5BMl5BanBnXkFtZTgwNTM4MTI2MTE@._V1_.jpg
Olga Mironova,https://www.imdb.com/name/nm0592500/,NA,https://m.media-amazon.com/images/M/MV5BMjAyMjg3MzY0MF5BMl5BanBnXkFtZTgwNDM4MTI2MTE@._V1_.jpg
Liubomiras Laucevicius,https://www.imdb.com/name/nm0490708/,🇷🇺,https://m.media-amazon.com/images/M/MV5BOWViNWRjOGItNDM4MC00ZGVhLTg4N2UtNWE0NThhOGM4MzllXkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_.jpg
Vladas Bagdonas,https://www.imdb.com/name/nm0046575/,Lithuania,https://m.media-amazon.com/images/M/MV5BMTA1NWJmNTktN2EwNC00N2E1LWE2NDAtNWNkNThhYjNlMTlmXkEyXkFqcGdeQXVyNjg3MTIwODI@._V1_.jpg
Guillaume Beylard,https://www.imdb.com/name/nm3149759/,France,N/A
Zuriel De Peslouan,https://www.imdb.com/name/nm1185889/,NA,https://m.media-amazon.com/images/M/MV5BNzc0MTIwNDktZTAwNS00NDY2LTk2OWItMGFhN2I1YTgzNzNhXkEyXkFqcGdeQXVyMzU2NDA0OA@@._V1_.jpg
Sarah Lucide,https://www.imdb.com/name/nm5220766/,NA,N/A
Jellali Mouina,https://www.imdb.com/name/nm4341376/,NA,N/A
Orson Welles,https://www.imdb.com/name/nm0000080/,USA,https://m.media-amazon.com/images/M/MV5BOGJiOThkNDYtNWY1Mi00ZTQ1LWFlZWItOTkwNWE4ZDMyYTEyXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg
Joseph Cotten,https://www.imdb.com/name/nm0001072/,USA,https://m.media-amazon.com/images/M/MV5BMjE3MjQ4NzIyOV5BMl5BanBnXkFtZTYwOTU1MjI2._V1_.jpg
Dorothy Comingore,https://www.imdb.com/name/nm0173827/,USA,https://m.media-amazon.com/images/M/MV5BMTU4NjcwNTU5Ml5BMl5BanBnXkFtZTcwMDI5NDYwOA@@._V1_.jpg
Agnes Moorehead,https://www.imdb.com/name/nm0001547/,USA,https://m.media-amazon.com/images/M/MV5BMTc4MDQ5ODE3M15BMl5BanBnXkFtZTcwODk5ODcyMQ@@._V1_.jpg
Peter Lorre,https://www.imdb.com/name/nm0000048/,Slovakia,https://m.media-amazon.com/images/M/MV5BMTI2MzM0ODQwOV5BMl5BanBnXkFtZTYwMjYwNjI2._V1_.jpg
Ellen Widmann,https://www.imdb.com/name/nm0927145/,Switzerland,N/A
Inge Landgut,https://www.imdb.com/name/nm0484737/,Germany,https://m.media-amazon.com/images/M/MV5BNDEyNTg4ODA0M15BMl5BanBnXkFtZTgwNzY1MTEwMzE@._V1_.jpg
Otto Wernicke,https://www.imdb.com/name/nm0921532/,Germany,https://m.media-amazon.com/images/M/MV5BMjEwMDQ4MTgzMl5BMl5BanBnXkFtZTgwNzIzNzExMzE@._V1_.jpg
Peter O'Toole,https://www.imdb.com/name/nm0000564/,UK,https://m.media-amazon.com/images/M/MV5BMjA0MDYyNzczN15BMl5BanBnXkFtZTYwNjMzNjMz._V1_.jpg
Alec Guinness,https://www.imdb.com/name/nm0000027/,UK,https://m.media-amazon.com/images/M/MV5BMTUyMjgzMjczOF5BMl5BanBnXkFtZTgwNzcyMzQyNDM@._V1_.jpg
Anthony Quinn,https://www.imdb.com/name/nm0000063/,Mexico,https://m.media-amazon.com/images/M/MV5BMTY2MTAxMzIxMV5BMl5BanBnXkFtZTYwODc3OTE2._V1_.jpg
Jack Hawkins,https://www.imdb.com/name/nm0370144/,UK,https://m.media-amazon.com/images/M/MV5BMTU0MTk0NzI5OF5BMl5BanBnXkFtZTcwNTI1NjQwOA@@._V1_.jpg
Cary Grant,https://www.imdb.com/name/nm0000026/,UK,https://m.media-amazon.com/images/M/MV5BNjdhNzc3MzktN2NjMC00YjUwLWI4NDgtZTBhYWEyMDM3OTE2XkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg
Eva Marie Saint,https://www.imdb.com/name/nm0001693/,USA,https://m.media-amazon.com/images/M/MV5BMjg4NDU4OTI4NF5BMl5BanBnXkFtZTcwODYxNjk0MQ@@._V1_.jpg
James Mason,https://www.imdb.com/name/nm0000051/,UK,https://m.media-amazon.com/images/M/MV5BMjE0NDQxOTQzNl5BMl5BanBnXkFtZTYwNDAxMDI2._V1_.jpg
Jessie Royce Landis,https://www.imdb.com/name/nm0484829/,USA,https://m.media-amazon.com/images/M/MV5BMTYwMDQ2MjIwNF5BMl5BanBnXkFtZTcwMDg1ODExOA@@._V1_.jpg
James Stewart,https://www.imdb.com/name/nm0000071/,USA,https://m.media-amazon.com/images/M/MV5BMjIwNzMzODY0NV5BMl5BanBnXkFtZTcwMDk3NDQyOA@@._V1_.jpg
Kim Novak,https://www.imdb.com/name/nm0001571/,USA,https://m.media-amazon.com/images/M/MV5BMTI1NjlmOTEtYjgzZi00YTViLWFkYTgtY2U0Njc1NTk1NzRlXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg
Barbara Bel Geddes,https://www.imdb.com/name/nm0000895/,USA,https://m.media-amazon.com/images/M/MV5BMTIzOTg1OTg5Nl5BMl5BanBnXkFtZTcwOTYyMDEzMQ@@._V1_.jpg
Tom Helmore,https://www.imdb.com/name/nm0375738/,UK,https://m.media-amazon.com/images/M/MV5BMTc3NDkzMTAxN15BMl5BanBnXkFtZTcwMjIzNDYxOA@@._V1_.jpg
Audrey Tautou,https://www.imdb.com/name/nm0851582/,France,https://m.media-amazon.com/images/M/MV5BMTYzOTgyNjk1Nl5BMl5BanBnXkFtZTcwNjMwMjI1OQ@@._V1_.jpg
Mathieu Kassovitz,https://www.imdb.com/name/nm0440913/,France,https://m.media-amazon.com/images/M/MV5BMzIwMzIzMzE3NF5BMl5BanBnXkFtZTYwNzcwODU1._V1_.jpg
Rufus,https://www.imdb.com/name/nm0749363/,France,https://m.media-amazon.com/images/M/MV5BMjIzMDA5MzIwMF5BMl5BanBnXkFtZTcwNjkwOTAyNw@@._V1_.jpg
Lorella Cravotta,https://www.imdb.com/name/nm0186677/,NA,https://m.media-amazon.com/images/M/MV5BMjgyMzcyMTA2MF5BMl5BanBnXkFtZTcwOTc0OTUxNw@@._V1_.jpg
Jack Lemmon,https://www.imdb.com/name/nm0000493/,USA,https://m.media-amazon.com/images/M/MV5BODUxYWFlNWYtYmViMC00OTExLTk3YjAtZGU4MDc3MTcwZTZmXkEyXkFqcGdeQXVyMDc2NTEzMw@@._V1_.jpg
Shirley MacLaine,https://www.imdb.com/name/nm0000511/,USA,https://m.media-amazon.com/images/M/MV5BMTI0MTE5MjQ1MF5BMl5BanBnXkFtZTYwMzU2MDg1._V1_.jpg
Fred MacMurray,https://www.imdb.com/name/nm0534045/,USA,https://m.media-amazon.com/images/M/MV5BMTkwMTIyODQ4Nl5BMl5BanBnXkFtZTYwOTk1MTI2._V1_.jpg
Ray Walston,https://www.imdb.com/name/nm0001827/,USA,https://m.media-amazon.com/images/M/MV5BMTIwMzIzNzAxM15BMl5BanBnXkFtZTYwNzg5NTM2._V1_.jpg
Malcolm McDowell,https://www.imdb.com/name/nm0000532/,UK,https://m.media-amazon.com/images/M/MV5BMTcxMjQxNzczM15BMl5BanBnXkFtZTcwMTg3MTMwNw@@._V1_.jpg
Patrick Magee,https://www.imdb.com/name/nm0535861/,UK,https://m.media-amazon.com/images/M/MV5BMTRhMzg2N2UtN2E5ZC00MDI2LTljNDMtZTFlNWJiZGQyOWNiXkEyXkFqcGdeQXVyMzAwOTU1MTk@._V1_.jpg
Michael Bates,https://www.imdb.com/name/nm0060988/,India,https://m.media-amazon.com/images/M/MV5BMTM5NDk3MDIxNF5BMl5BanBnXkFtZTcwNjc1Mzk5Nw@@._V1_.jpg
